product_type,external_temp,current_room_temp,humidity,volume_kg,packaging_type,storage_time_hr,airflow_rating,ideal_room_temp
butter,28.89,0.12,53.43,43.31,metal,56.5,moderate,6.71
butter,31.83,13.17,81.74,56.44,tetrapack,51.6,poor,7.07
flavored_beverage,27.12,8.4,82.61,50.61,plastic,29.1,poor,5.94
ice-cream,31.49,2.65,89.92,56.11,plastic,19.5,good,-18.73
ice-cream,24.28,17.52,59.03,34.26,glass,70.3,moderate,-17.82
cheese,39.92,18.06,51.17,79.48,plastic,62.7,good,9.93
cheese,20.16,11.44,68.08,17.33,glass,63.0,good,9.51
cheese,33.09,8.97,75.28,45.18,plastic,3.9,moderate,8.77
curd,20.58,7.32,75.1,92.21,tetrapack,8.7,poor,3.68
flavored_beverage,33.6,2.27,54.52,12.73,glass,64.0,moderate,5.18
flavored_beverage,28.09,2.48,56.82,90.48,plastic,48.0,good,4.83
milk,26.65,9.77,61.55,28.09,glass,3.6,good,3.08
milk,27.77,15.43,38.75,63.65,tetrapack,67.5,poor,3.62
cheese,21.85,4.22,65.09,76.71,glass,14.8,poor,9.45
butter,28.09,15.16,83.18,94.98,glass,39.6,good,6.78
ice-cream,42.38,7.78,54.43,87.52,tetrapack,32.0,moderate,-17.45
ice-cream,35.78,13.0,59.89,19.27,glass,25.8,poor,-17.47
milk,37.92,1.0,32.18,62.97,metal,32.3,moderate,3.61
flavored_beverage,40.64,4.28,42.84,3.51,glass,10.5,good,5.9
flavored_beverage,20.84,12.65,76.83,61.73,metal,67.4,poor,5.47
milk,21.74,19.07,36.27,62.52,plastic,9.4,moderate,2.78
ice-cream,42.39,8.73,70.6,44.02,plastic,23.8,moderate,-18.84
milk,29.01,7.76,46.55,96.4,metal,71.6,good,3.62
curd,32.99,7.27,89.19,24.24,metal,58.6,poor,4.94
flavored_beverage,22.21,17.02,87.53,59.8,glass,10.1,poor,5.86
milk,42.72,11.45,62.81,95.37,tetrapack,19.7,poor,4.42
cheese,43.22,2.78,32.26,19.37,glass,36.8,good,9.02
butter,28.58,16.08,76.9,43.76,glass,47.9,moderate,6.31
milk,33.64,10.29,49.06,20.71,glass,33.7,poor,4.15
ice-cream,37.57,3.07,63.18,4.86,tetrapack,65.1,moderate,-18.2
cheese,34.65,2.18,64.96,88.06,metal,15.4,poor,9.79
cheese,28.74,10.49,61.07,7.55,plastic,57.7,poor,7.23
curd,42.28,12.07,40.79,64.77,glass,5.6,moderate,4.34
butter,41.55,17.39,89.51,1.99,glass,8.2,moderate,6.18
cheese,35.72,17.95,50.44,11.57,tetrapack,8.7,good,7.49
curd,29.01,15.11,41.45,27.37,plastic,16.6,moderate,3.7
milk,41.6,4.16,46.0,49.82,glass,59.7,poor,2.67
cheese,33.09,8.14,74.87,38.73,plastic,33.0,moderate,7.36
milk,33.43,9.96,36.52,27.91,tetrapack,4.0,good,3.06
flavored_beverage,40.0,4.76,36.47,67.42,glass,49.2,poor,4.96
cheese,43.4,0.55,75.82,24.32,plastic,14.9,moderate,8.3
milk,43.5,8.29,45.84,30.07,plastic,60.0,good,2.88
cheese,35.64,8.55,32.12,13.35,tetrapack,52.2,good,7.9
curd,32.67,5.61,69.64,87.11,metal,50.0,poor,3.39
milk,22.87,17.35,59.05,48.89,tetrapack,18.0,good,3.32
ice-cream,43.96,1.71,88.28,65.85,plastic,34.4,moderate,-18.25
curd,40.91,18.85,42.58,45.86,metal,12.3,moderate,4.0
ice-cream,21.92,1.13,82.6,45.15,tetrapack,21.0,good,-19.09
curd,24.57,11.11,38.55,78.22,metal,29.2,poor,3.25
cheese,32.5,14.16,79.86,80.75,glass,51.9,good,7.98
ice-cream,41.26,11.41,63.58,33.53,glass,52.5,poor,-18.56
ice-cream,42.16,18.3,44.54,31.28,glass,22.2,poor,-18.15
butter,26.61,17.16,66.22,11.84,plastic,2.5,good,6.48
butter,27.56,19.71,35.82,34.57,plastic,36.7,poor,5.4
flavored_beverage,31.22,1.37,73.77,98.0,plastic,52.5,good,5.8
butter,36.83,15.93,52.06,57.88,glass,47.1,good,7.27
butter,33.85,12.3,58.6,91.2,tetrapack,32.3,poor,7.15
milk,25.35,10.53,82.35,1.95,glass,5.3,poor,2.45
milk,24.23,2.41,41.2,79.85,tetrapack,27.3,poor,3.49
butter,21.94,17.37,78.84,93.28,metal,54.7,poor,6.17
milk,36.16,7.06,80.71,85.09,metal,46.3,poor,3.77
ice-cream,44.09,14.84,61.99,84.39,metal,51.0,poor,-18.1
ice-cream,34.69,4.7,38.84,47.05,plastic,10.7,poor,-17.65
flavored_beverage,29.44,10.15,74.69,81.93,plastic,1.5,good,4.83
butter,30.71,14.0,62.6,51.25,plastic,40.9,good,6.96
milk,34.25,11.14,33.11,53.25,metal,27.3,good,2.58
butter,28.65,9.07,38.16,12.46,tetrapack,67.1,poor,6.5
ice-cream,36.15,1.77,69.25,85.67,plastic,51.9,poor,-18.28
curd,21.94,8.05,34.9,26.3,plastic,56.0,good,4.11
butter,28.69,5.05,77.09,36.53,tetrapack,18.0,poor,6.32
ice-cream,36.78,2.1,71.51,65.98,glass,64.8,poor,-17.87
ice-cream,33.34,14.37,42.88,59.43,metal,38.7,moderate,-17.49
cheese,37.29,17.68,74.34,86.42,plastic,66.2,good,8.13
curd,40.3,4.36,87.16,89.92,glass,44.8,good,5.21
cheese,22.41,17.4,33.51,75.98,tetrapack,44.0,poor,7.52
ice-cream,39.98,6.27,67.88,39.87,metal,70.7,moderate,-18.06
ice-cream,32.63,17.87,61.17,46.76,plastic,34.1,good,-17.16
curd,35.25,6.53,55.18,24.82,tetrapack,33.9,good,4.27
ice-cream,21.71,15.5,71.52,62.25,plastic,28.9,poor,-17.88
flavored_beverage,35.72,15.3,45.9,20.21,tetrapack,64.5,good,4.64
flavored_beverage,32.13,16.72,66.16,22.03,plastic,16.2,moderate,5.6
butter,21.14,4.13,36.84,20.46,plastic,54.2,poor,6.52
curd,31.99,14.03,65.04,22.16,plastic,59.5,moderate,3.87
curd,30.14,16.41,58.37,15.25,metal,71.4,poor,3.46
curd,22.95,6.24,67.63,65.36,tetrapack,9.0,good,3.53
cheese,30.47,18.52,77.39,81.32,glass,71.1,poor,10.21
cheese,20.73,10.01,76.52,7.72,metal,26.3,poor,7.77
butter,25.59,2.98,72.62,91.06,glass,51.0,poor,6.94
butter,35.7,14.72,34.4,74.55,glass,48.1,moderate,6.21
curd,38.95,16.48,35.89,1.85,plastic,56.1,good,3.66
butter,44.66,12.92,47.48,44.98,plastic,51.8,good,5.79
milk,37.26,12.01,30.19,12.85,tetrapack,65.3,moderate,3.93
flavored_beverage,24.38,4.87,43.49,97.24,plastic,67.6,moderate,4.22
cheese,28.09,7.53,36.99,77.38,tetrapack,44.5,moderate,8.21
curd,30.19,16.7,47.61,45.38,plastic,6.4,poor,4.44
butter,42.78,2.02,37.16,22.86,glass,37.1,poor,5.15
flavored_beverage,36.68,13.13,51.57,99.12,glass,3.7,poor,5.91
ice-cream,29.19,3.28,62.13,25.12,glass,10.1,good,-18.33
curd,31.16,8.55,65.19,47.31,metal,13.2,moderate,3.56
butter,22.81,8.2,89.6,37.85,plastic,55.1,good,6.4
flavored_beverage,41.15,6.46,52.43,46.86,plastic,28.7,good,6.13
ice-cream,23.48,2.78,33.06,31.11,tetrapack,6.9,poor,-19.66
butter,22.08,11.31,65.14,85.15,tetrapack,33.5,good,6.77
butter,30.59,14.33,39.69,79.75,glass,21.6,poor,5.92
curd,24.74,6.56,89.94,75.48,plastic,30.3,good,4.8
cheese,38.9,4.2,74.18,2.17,metal,50.9,moderate,8.18
butter,42.49,1.69,35.23,76.47,plastic,15.0,good,5.27
cheese,36.47,10.96,47.51,58.76,plastic,13.5,moderate,7.91
curd,40.46,5.61,51.63,71.4,tetrapack,50.7,moderate,5.18
cheese,36.17,5.75,48.38,19.96,tetrapack,11.3,good,8.64
cheese,35.74,11.57,62.58,66.03,plastic,42.6,good,9.57
cheese,40.61,8.09,33.8,11.69,tetrapack,12.2,poor,8.58
curd,34.68,13.07,69.86,93.66,tetrapack,4.9,poor,5.12
flavored_beverage,33.28,11.22,71.06,32.91,tetrapack,18.4,good,5.33
butter,25.36,12.43,34.15,38.51,tetrapack,55.8,moderate,6.39
milk,31.9,8.23,54.08,7.55,plastic,3.1,poor,2.94
ice-cream,32.87,6.66,89.07,8.74,metal,24.7,moderate,-18.51
curd,24.06,5.71,49.03,89.69,plastic,52.1,poor,4.84
flavored_beverage,20.71,1.48,69.32,20.65,plastic,54.6,poor,4.37
ice-cream,28.67,18.88,73.47,51.5,tetrapack,50.9,poor,-17.64
ice-cream,24.87,17.99,54.77,50.05,plastic,41.5,good,-18.04
flavored_beverage,20.14,18.57,30.5,94.72,glass,60.9,poor,5.38
ice-cream,33.48,0.43,56.79,92.43,plastic,46.0,good,-18.67
milk,24.95,10.9,66.78,38.47,plastic,6.0,poor,2.32
flavored_beverage,42.2,8.36,65.65,62.91,glass,40.4,poor,4.82
flavored_beverage,23.22,15.07,71.26,7.99,glass,59.5,moderate,5.41
milk,37.04,12.8,69.67,68.32,plastic,48.9,moderate,3.69
flavored_beverage,33.07,11.84,56.71,6.72,metal,9.5,poor,5.99
flavored_beverage,38.91,17.85,81.61,38.45,tetrapack,47.6,poor,6.42
butter,33.15,0.88,45.19,16.35,tetrapack,51.5,poor,6.16
curd,44.02,15.64,38.5,96.96,glass,61.1,poor,4.35
cheese,31.44,16.94,68.66,53.97,plastic,22.2,good,9.57
cheese,35.11,0.54,46.49,6.07,glass,67.4,good,7.59
milk,41.11,6.1,42.29,66.84,glass,39.2,good,3.32
curd,20.36,0.43,42.0,20.16,metal,57.8,good,3.71
flavored_beverage,23.9,14.51,36.05,14.71,glass,13.8,poor,4.96
curd,38.85,17.6,51.77,92.51,glass,19.2,moderate,3.96
milk,34.2,4.2,64.79,89.41,tetrapack,4.2,moderate,3.91
butter,31.48,1.44,68.96,29.84,tetrapack,33.4,moderate,6.6
curd,44.66,7.84,33.37,59.95,plastic,33.8,poor,3.5
butter,29.87,6.31,44.38,42.33,plastic,71.9,poor,5.52
butter,20.35,4.8,62.04,99.99,tetrapack,23.3,poor,6.21
butter,23.94,16.38,41.51,3.02,tetrapack,11.8,moderate,6.36
cheese,32.49,8.26,54.6,10.75,metal,42.7,poor,8.78
cheese,41.12,15.64,34.26,56.07,tetrapack,30.5,poor,8.47
butter,23.93,8.31,64.32,92.69,plastic,35.0,poor,5.35
flavored_beverage,35.08,10.1,50.27,16.99,glass,56.7,poor,4.69
butter,40.14,9.95,77.06,15.53,tetrapack,32.5,moderate,6.33
flavored_beverage,27.69,10.46,56.0,82.7,plastic,19.9,moderate,4.61
curd,38.01,7.35,51.99,56.95,plastic,69.6,good,3.32
cheese,21.53,14.09,41.29,81.97,glass,70.7,poor,7.21
cheese,38.36,16.54,83.07,1.05,plastic,47.2,good,7.69
butter,41.05,15.65,58.62,46.23,tetrapack,26.5,good,7.26
ice-cream,33.76,19.79,30.53,50.13,plastic,41.9,moderate,-17.49
butter,24.37,12.84,70.83,56.17,metal,38.7,good,6.79
curd,21.41,15.16,71.09,90.97,metal,44.2,good,3.82
flavored_beverage,40.0,7.35,42.56,67.82,metal,54.1,good,5.34
butter,28.45,10.44,64.15,81.47,tetrapack,43.7,poor,5.84
butter,34.7,19.49,47.36,68.24,glass,47.6,good,6.06
ice-cream,25.24,6.64,78.1,91.59,glass,28.9,moderate,-17.47
ice-cream,41.31,19.79,44.07,31.31,glass,43.0,moderate,-17.41
curd,43.35,5.38,64.36,87.28,metal,36.0,good,3.81
curd,23.11,0.77,42.24,86.32,metal,35.3,good,4.32
cheese,25.53,13.49,42.88,18.86,plastic,36.1,moderate,8.03
curd,25.34,9.66,66.9,75.3,glass,43.4,good,4.52
cheese,42.75,0.14,52.05,76.26,tetrapack,6.4,good,9.31
ice-cream,35.96,3.16,41.04,65.45,glass,33.4,poor,-17.84
flavored_beverage,41.98,15.42,33.63,16.84,plastic,58.5,moderate,5.51
milk,26.38,17.53,53.91,11.39,tetrapack,65.0,poor,3.76
curd,36.77,18.8,58.8,5.4,metal,12.9,poor,4.4
ice-cream,31.21,17.69,85.84,83.39,plastic,43.1,good,-18.07
flavored_beverage,21.87,12.05,42.94,13.95,metal,54.9,good,4.18
flavored_beverage,20.8,11.81,52.76,36.57,metal,39.0,moderate,4.36
flavored_beverage,20.15,19.88,88.95,81.47,metal,66.3,good,6.06
cheese,32.5,7.89,78.54,5.28,tetrapack,3.1,moderate,7.26
flavored_beverage,42.37,6.83,87.6,71.6,plastic,12.5,good,5.98
butter,35.33,12.98,59.92,65.34,glass,54.0,good,6.25
butter,20.87,16.44,75.82,61.82,tetrapack,50.2,moderate,6.55
ice-cream,38.27,3.87,49.45,41.5,glass,30.3,good,-18.38
ice-cream,43.35,3.87,55.59,3.29,plastic,55.3,moderate,-19.19
butter,27.64,14.31,87.51,25.94,metal,61.1,good,5.67
curd,38.03,15.05,50.45,82.56,plastic,38.0,moderate,4.16
cheese,21.59,17.45,86.61,57.24,tetrapack,60.6,good,9.84
curd,36.68,19.74,83.7,37.18,tetrapack,39.2,good,5.51
flavored_beverage,29.5,19.13,61.18,4.89,plastic,56.9,poor,5.36
butter,21.52,10.68,79.43,67.06,plastic,55.4,good,7.1
milk,27.76,18.05,46.45,18.09,tetrapack,3.7,moderate,4.19
ice-cream,37.08,8.93,72.86,19.21,metal,33.7,moderate,-18.43
milk,20.95,8.57,40.79,44.79,plastic,51.6,good,3.5
ice-cream,41.4,0.88,45.79,47.46,tetrapack,64.6,good,-19.16
cheese,29.57,4.8,36.71,97.29,plastic,14.0,moderate,9.37
ice-cream,24.85,9.16,35.75,30.28,glass,62.8,moderate,-18.17
milk,26.81,15.25,48.27,63.58,plastic,22.5,moderate,3.59
butter,44.15,5.91,62.31,8.39,tetrapack,10.8,good,6.05
cheese,24.09,4.94,72.7,55.68,plastic,69.6,poor,8.17
curd,43.76,9.07,46.98,51.56,metal,8.0,good,3.71
flavored_beverage,42.88,18.96,55.88,81.72,glass,67.1,poor,5.82
curd,37.94,3.0,81.29,69.27,glass,1.6,moderate,5.12
flavored_beverage,36.31,3.07,72.65,81.13,plastic,31.2,good,4.82
milk,28.61,12.0,88.13,63.85,plastic,14.7,good,2.66
milk,39.56,10.08,88.72,45.85,glass,49.7,good,3.68
flavored_beverage,44.32,9.53,70.39,32.99,glass,67.1,moderate,6.15
butter,22.76,11.48,47.82,19.09,metal,34.6,poor,6.29
cheese,27.06,19.89,66.04,24.95,tetrapack,1.8,poor,9.56
ice-cream,43.13,16.41,89.71,81.07,glass,22.0,good,-17.1
cheese,23.67,17.15,54.8,58.85,glass,27.8,moderate,8.95
ice-cream,34.64,7.41,69.35,82.71,tetrapack,9.2,moderate,-18.27
curd,36.19,12.55,46.1,48.49,tetrapack,55.8,poor,4.33
milk,42.18,1.57,32.74,39.33,glass,58.6,moderate,2.27
flavored_beverage,22.85,7.8,81.89,89.79,glass,4.0,good,4.6
flavored_beverage,26.98,3.13,40.35,3.47,plastic,11.0,poor,4.53
curd,24.49,17.62,51.33,76.92,metal,57.2,moderate,3.89
cheese,28.17,18.61,78.91,69.71,tetrapack,60.5,good,9.59
curd,32.01,1.04,53.11,9.36,plastic,9.9,good,3.29
curd,33.81,10.78,85.12,92.81,glass,52.4,good,4.65
cheese,43.81,19.06,60.08,42.32,glass,3.5,moderate,8.77
butter,37.85,17.99,46.99,51.83,plastic,51.0,moderate,6.8
milk,21.1,9.32,53.28,87.16,tetrapack,28.3,good,2.97
milk,40.85,11.04,44.43,29.19,tetrapack,13.6,good,3.57
cheese,36.95,14.75,68.73,30.19,tetrapack,3.7,moderate,8.64
butter,23.32,17.73,40.46,76.8,tetrapack,51.6,moderate,5.54
curd,36.51,5.99,37.62,97.56,glass,55.0,poor,3.66
cheese,23.24,17.48,75.08,6.9,tetrapack,39.2,moderate,7.34
curd,29.15,3.28,70.54,14.4,tetrapack,46.9,good,4.18
curd,26.71,14.61,34.13,62.67,metal,46.0,good,3.62
cheese,41.0,2.4,72.89,23.49,plastic,34.6,good,7.22
milk,32.29,10.47,80.25,44.87,metal,52.3,moderate,3.29
butter,34.87,14.46,78.33,60.37,metal,15.6,poor,6.23
cheese,34.16,3.86,76.49,47.58,metal,42.5,good,8.53
milk,43.26,19.69,83.31,11.49,metal,38.1,good,3.54
cheese,36.59,1.43,67.82,96.85,metal,49.0,poor,7.6
cheese,29.28,1.1,62.58,94.5,plastic,7.0,good,7.24
milk,21.91,8.8,85.54,29.33,plastic,69.8,poor,3.98
cheese,33.92,1.88,37.95,53.13,plastic,46.6,poor,9.9
curd,28.23,2.65,79.47,45.26,plastic,21.2,good,4.61
curd,36.2,6.99,46.35,75.93,metal,25.2,good,5.16
ice-cream,33.66,3.94,73.8,16.43,plastic,67.7,poor,-18.94
milk,26.42,15.8,60.63,71.29,plastic,66.0,poor,2.63
flavored_beverage,40.44,14.9,31.25,30.71,glass,23.6,good,5.28
ice-cream,33.74,9.7,66.99,15.64,plastic,67.4,good,-17.86
flavored_beverage,39.78,6.89,38.95,94.07,metal,58.1,moderate,5.71
milk,37.85,0.91,54.06,35.81,plastic,20.9,good,3.29
butter,37.02,7.58,49.28,23.78,metal,1.5,poor,6.62
ice-cream,25.79,14.82,31.61,72.86,metal,19.7,moderate,-18.19
milk,33.85,7.27,64.07,84.29,metal,15.6,moderate,4.26
butter,23.95,19.55,75.61,68.55,glass,32.5,moderate,6.35
butter,42.37,1.55,50.68,39.27,glass,45.4,poor,6.32
cheese,32.56,8.3,50.87,20.07,tetrapack,62.8,moderate,9.34
ice-cream,31.68,12.11,40.37,95.79,glass,34.1,good,-19.03
milk,31.85,17.78,36.75,76.99,glass,58.1,good,3.53
curd,36.65,0.15,33.64,97.79,metal,5.6,good,3.12
flavored_beverage,25.53,4.68,88.14,13.38,metal,44.1,good,4.98
milk,38.27,17.0,45.25,10.75,plastic,37.0,moderate,3.41
butter,28.27,2.57,72.18,55.99,plastic,38.2,poor,6.08
milk,37.25,3.81,86.21,44.72,glass,33.7,moderate,4.08
butter,24.04,19.25,73.16,12.7,glass,4.2,poor,5.86
cheese,27.87,16.77,84.22,55.32,plastic,68.9,poor,10.25
curd,35.36,10.19,76.58,62.06,plastic,10.9,poor,5.15
cheese,34.82,5.76,65.81,80.54,glass,2.9,good,8.35
cheese,41.27,6.86,59.83,72.59,plastic,70.1,moderate,8.09
flavored_beverage,23.26,13.39,45.24,64.52,plastic,68.9,good,4.32
curd,44.37,2.34,65.94,5.71,glass,40.3,poor,4.54
milk,33.55,19.76,67.92,2.25,plastic,64.2,good,3.17
cheese,30.14,9.81,68.39,38.36,tetrapack,9.7,good,7.18
cheese,21.87,12.75,55.58,43.53,plastic,54.6,poor,8.14
butter,33.13,5.17,46.72,15.63,tetrapack,58.3,moderate,6.85
cheese,33.36,16.59,57.7,58.27,glass,13.2,moderate,9.04
ice-cream,40.42,10.07,47.13,6.06,tetrapack,11.2,good,-18.57
butter,41.78,18.65,76.71,63.05,glass,38.3,good,6.41
ice-cream,30.25,3.56,45.44,81.78,plastic,19.3,good,-17.85
cheese,20.37,19.79,35.16,11.17,tetrapack,63.0,poor,7.15
ice-cream,21.6,0.67,36.48,92.78,plastic,64.3,good,-17.66
curd,30.7,9.4,48.55,18.96,glass,52.5,poor,3.48
butter,40.43,10.08,62.91,20.33,tetrapack,5.8,good,7.14
butter,20.62,1.63,84.28,15.55,metal,46.5,moderate,5.59
butter,24.93,18.4,49.51,40.16,glass,34.2,moderate,6.84
butter,25.22,4.26,39.04,39.82,plastic,15.9,poor,5.08
butter,34.48,19.53,38.1,16.53,glass,71.6,poor,6.98
milk,29.59,12.45,59.72,58.02,tetrapack,32.2,moderate,3.03
milk,40.24,13.33,59.17,92.77,tetrapack,9.2,moderate,3.18
cheese,27.48,8.61,33.89,30.73,glass,50.3,poor,7.3
butter,28.95,2.67,56.03,73.73,tetrapack,38.1,good,6.2
curd,34.35,7.45,52.79,37.2,glass,35.3,moderate,4.32
flavored_beverage,28.48,12.31,57.23,99.8,metal,31.0,moderate,4.88
milk,36.74,12.8,32.37,26.07,plastic,25.1,poor,2.68
flavored_beverage,29.27,8.44,83.47,9.21,tetrapack,59.0,good,4.84
cheese,20.83,9.04,80.54,75.64,glass,59.4,poor,8.37
cheese,37.96,10.04,87.76,85.17,plastic,56.0,good,7.88
ice-cream,39.52,13.18,49.22,74.21,plastic,33.8,poor,-17.52
butter,22.1,7.69,41.45,50.44,metal,25.4,moderate,5.16
flavored_beverage,38.4,1.45,32.34,59.48,glass,69.0,good,4.53
milk,25.14,13.57,41.04,84.63,tetrapack,57.8,poor,2.6
cheese,42.94,9.28,89.93,26.47,glass,50.4,moderate,10.28
butter,33.2,1.08,68.09,32.95,plastic,52.4,good,5.32
milk,33.29,16.36,87.81,49.59,metal,8.5,good,4.37
cheese,33.66,8.51,48.3,82.5,glass,61.6,good,8.94
butter,23.44,1.06,70.05,97.52,metal,47.3,poor,6.05
butter,33.52,17.96,71.99,87.98,glass,54.0,good,5.79
milk,27.3,4.63,46.93,97.58,tetrapack,62.0,moderate,2.28
milk,36.94,9.27,66.21,71.66,glass,11.8,good,3.31
flavored_beverage,36.2,14.55,82.52,69.85,glass,8.0,poor,5.07
flavored_beverage,23.98,3.91,36.04,89.31,metal,1.6,good,4.76
ice-cream,27.98,0.34,75.88,7.34,plastic,2.7,good,-19.39
curd,21.2,16.84,34.16,95.74,plastic,49.4,poor,4.81
butter,23.97,16.94,40.37,10.67,tetrapack,29.3,moderate,5.2
milk,41.8,1.06,49.15,21.26,metal,43.3,moderate,3.39
ice-cream,35.01,11.04,55.54,47.61,glass,15.4,poor,-17.54
cheese,27.15,2.98,80.95,85.42,tetrapack,10.3,good,8.2
flavored_beverage,30.56,2.73,81.25,44.2,plastic,27.1,moderate,4.93
cheese,26.19,1.34,55.6,77.81,glass,51.1,poor,7.23
ice-cream,25.56,8.52,53.91,2.23,plastic,30.2,poor,-18.78
ice-cream,26.74,6.08,76.95,99.73,metal,38.7,good,-17.53
butter,32.7,4.41,36.27,27.5,glass,22.5,good,6.28
ice-cream,22.49,14.88,71.03,84.82,glass,67.7,good,-17.82
butter,31.19,1.46,57.53,59.07,glass,9.4,moderate,6.82
flavored_beverage,39.24,11.29,71.2,10.93,glass,64.5,moderate,6.02
curd,26.99,4.69,30.12,20.62,metal,12.0,moderate,4.11
butter,20.47,11.03,59.53,78.64,metal,9.1,poor,6.09
flavored_beverage,36.44,1.68,49.09,11.06,tetrapack,13.7,moderate,4.93
butter,31.36,8.24,36.16,8.64,tetrapack,22.9,moderate,6.19
milk,24.01,12.73,31.53,58.26,tetrapack,42.8,moderate,2.89
cheese,25.64,6.9,38.62,74.33,glass,25.3,poor,9.66
cheese,37.28,12.74,64.24,49.75,glass,2.1,moderate,7.69
curd,29.07,0.23,80.1,35.89,glass,20.2,moderate,4.75
flavored_beverage,23.84,1.32,53.82,70.92,glass,43.8,poor,5.8
curd,21.04,17.78,60.24,54.54,plastic,15.1,good,3.63
curd,35.61,9.74,78.16,71.47,plastic,60.0,good,4.0
ice-cream,31.16,8.18,61.78,15.1,plastic,54.6,moderate,-18.77
milk,27.92,3.34,40.91,36.94,plastic,56.5,moderate,2.61
flavored_beverage,32.34,13.61,75.48,48.0,metal,39.0,poor,5.93
curd,39.94,5.06,71.66,21.56,metal,54.7,good,4.29
butter,41.1,4.27,55.96,70.75,tetrapack,71.1,good,6.79
milk,37.64,8.86,60.12,49.65,metal,11.3,good,2.83
cheese,34.11,12.88,65.1,86.05,tetrapack,28.7,poor,9.67
flavored_beverage,43.83,10.7,60.76,67.27,tetrapack,4.0,poor,4.56
milk,21.45,15.63,49.69,77.51,metal,9.6,good,2.48
ice-cream,33.64,13.54,68.07,86.39,tetrapack,49.7,moderate,-17.88
cheese,42.8,11.01,55.37,92.51,glass,31.3,good,10.14
milk,24.08,1.72,77.77,67.07,plastic,57.7,poor,2.26
milk,32.5,19.18,32.66,76.75,tetrapack,21.5,good,3.07
cheese,37.45,14.4,79.39,72.58,glass,44.0,poor,8.39
curd,27.78,8.57,86.12,40.01,glass,36.3,moderate,4.2
curd,21.58,2.12,87.81,24.94,metal,30.5,moderate,4.1
butter,32.57,19.12,57.89,66.53,tetrapack,28.2,moderate,6.89
butter,27.55,14.54,41.78,76.59,glass,7.2,poor,7.14
flavored_beverage,38.79,8.52,84.68,66.99,glass,49.4,moderate,6.15
curd,44.18,18.53,83.07,34.85,metal,54.9,moderate,4.58
butter,28.46,9.03,54.46,3.67,plastic,36.1,moderate,5.61
butter,40.44,10.8,49.89,18.65,tetrapack,70.3,good,6.43
butter,44.72,3.12,75.46,58.07,glass,48.3,poor,6.01
butter,42.25,11.87,47.95,42.65,glass,42.8,poor,6.0
cheese,42.01,0.98,77.98,48.43,glass,56.7,good,9.23
milk,36.08,0.56,71.94,22.82,metal,36.1,moderate,3.36
curd,26.63,3.2,55.8,80.24,tetrapack,45.6,poor,3.6
curd,43.74,17.96,64.78,35.78,metal,59.1,good,5.3
ice-cream,44.61,17.93,77.18,1.18,plastic,19.4,moderate,-17.6
curd,26.09,18.83,54.44,67.39,plastic,45.6,moderate,4.34
ice-cream,41.08,19.0,65.0,55.21,plastic,49.9,poor,-18.3
flavored_beverage,35.26,16.07,81.1,38.85,glass,31.1,poor,5.22
curd,36.33,12.15,58.24,11.45,metal,67.6,good,4.44
butter,26.53,17.38,60.3,75.16,plastic,36.5,good,7.3
butter,29.75,12.87,45.96,62.27,metal,51.2,good,5.76
butter,27.53,2.68,53.49,32.29,glass,15.9,poor,5.96
milk,28.9,7.94,57.26,74.65,metal,15.3,good,3.17
curd,34.4,17.9,85.69,24.58,tetrapack,59.0,poor,4.79
milk,29.92,13.28,81.41,1.65,plastic,48.9,good,2.49
flavored_beverage,35.65,3.84,33.76,7.28,metal,70.8,poor,4.6
butter,22.05,3.51,83.25,94.26,glass,57.4,good,6.09
cheese,40.89,0.81,76.06,73.93,plastic,54.1,moderate,7.64
curd,37.5,10.64,82.63,41.47,metal,18.2,good,4.1
butter,30.05,14.14,43.68,39.15,tetrapack,47.9,poor,5.32
curd,32.5,18.02,88.01,94.75,metal,18.6,poor,4.32
butter,35.96,6.23,54.44,61.47,tetrapack,14.8,good,6.57
curd,41.43,3.41,72.71,26.25,glass,28.1,poor,4.98
ice-cream,30.94,10.85,43.71,99.81,metal,26.3,moderate,-17.52
ice-cream,38.66,8.66,33.74,84.92,metal,70.9,moderate,-17.4
ice-cream,22.87,14.09,34.52,66.28,tetrapack,34.2,moderate,-19.02
cheese,31.97,4.07,83.08,78.01,glass,2.4,moderate,9.86
butter,36.31,4.31,32.68,69.62,glass,69.5,poor,5.66
cheese,41.77,5.14,55.02,7.44,metal,23.3,good,7.55
flavored_beverage,36.17,9.27,48.08,94.6,glass,49.4,good,5.56
flavored_beverage,25.11,18.41,48.28,15.09,tetrapack,43.9,good,5.88
milk,26.41,3.11,47.76,31.15,plastic,50.1,moderate,3.02
ice-cream,30.38,7.72,48.83,23.1,plastic,57.1,poor,-18.01
flavored_beverage,44.96,13.46,84.88,33.31,tetrapack,9.0,moderate,5.93
milk,27.41,6.76,31.81,15.97,glass,36.8,moderate,3.56
flavored_beverage,35.76,12.76,36.34,86.76,tetrapack,51.3,poor,5.34
ice-cream,29.24,8.76,54.36,80.41,tetrapack,30.8,poor,-19.31
curd,34.9,3.07,67.77,89.5,metal,56.2,moderate,4.5
milk,38.45,1.0,79.69,81.47,metal,13.7,poor,2.33
ice-cream,25.69,3.42,82.43,91.1,plastic,70.7,poor,-19.09
milk,21.53,8.46,58.01,59.98,metal,32.4,poor,2.35
flavored_beverage,34.96,7.6,75.81,98.87,plastic,30.3,good,5.55
